Ensembl_ID	HGNC_symbol	logFC	Fold.Change	P.Value	adj.P.Val
ENSG00000081985	IL12RB2	-0.471400753620126	-1.3864549633458	0.000503939723318541	0.333965382004209
ENSG00000117697	NSL1	0.411379297633443	1.32995671992626	0.000507624252806202	0.333965382004209
ENSG00000114013	CD86	-0.602134641594335	-1.51796091225395	0.000513697513889838	0.333965382004209
ENSG00000153551	CMTM7	-0.709933684053133	-1.63572892630763	0.000546210454445899	0.348302647894737
ENSG00000127084	FGD3	-0.557944144670379	-1.47216986458899	0.000554224915100227	0.348302647894737
ENSG00000243414	TICAM2	0.45135151648892	1.36732056265506	0.000577466529767531	0.356959515376136
ENSG00000187122	SLIT1	-0.474289533363953	-1.38923391208139	0.000616988872552437	0.375238700279592
ENSG00000177302	TOP3A	0.447356822817614	1.36353981087718	0.000665665175754965	0.39472753514385
ENSG00000168066	SF1	-0.586509036712333	-1.50160882775204	0.000669970091739103	0.39472753514385
ENSG00000139874	SSTR1	-0.610387626297839	-1.52666934254781	0.000735952798438842	0.403936907027967
ENSG00000118960	HS1BP3	-0.445219936888937	-1.36152166279729	0.000740875425002951	0.403936907027967
ENSG00000100226	GTPBP1	0.485021554753935	1.39960677642767	0.000767768118150217	0.403936907027967
ENSG00000188155	KRTAP10-6	0.381107520149409	1.30234124591396	0.000768937032407305	0.403936907027967
ENSG00000072858	SIDT1	-0.518301654615318	-1.43226818434759	0.000780617114484946	0.403936907027967
ENSG00000270074		-0.32769258169736	-1.25500453872849	0.000795430278884715	0.403936907027967
ENSG00000006704	GTF2IRD1	0.353085039075654	1.27728904626269	0.00081025135030071	0.403936907027967
ENSG00000196935	SRGAP1	0.617123024771336	1.53381344892391	0.000820170225319539	0.403936907027967
ENSG00000235118	FAM237A	-0.416042689366125	-1.33426264994384	0.000824863867217055	0.403936907027967
ENSG00000151702	FLI1	-0.447242513758553	-1.36343177780456	0.0008594325829947	0.406430603682542
ENSG00000171860	C3AR1	-0.449946215230063	-1.36598933068248	0.000865459487503551	0.406430603682542
ENSG00000208005	MIR503	-0.459333036127223	-1.37490604645031	0.000872944927104353	0.406430603682542
ENSG00000167785	ZNF558	0.468572170157674	1.38373930862553	0.000873070753395548	0.406430603682542
ENSG00000105982	RNF32	-0.449020953042515	-1.36511354402555	0.000925033862717783	0.414910612317264
ENSG00000160211	G6PD	0.725135500455428	1.65305588693364	0.000926520470084054	0.414910612317264
ENSG00000187091	PLCD1	0.647279029244635	1.56621148157518	0.000995441972662785	0.414910612317264
ENSG00000078237	TIGAR	-0.568762468324424	-1.48325070479722	0.00099553290095539	0.414910612317264
ENSG00000169313	P2RY12	-1.1048340242475	-2.15074133330048	0.00101058736395349	0.414910612317264
ENSG00000124535	WRNIP1	-0.736414294022686	-1.66602990143844	0.00101512962562013	0.414910612317264
ENSG00000173905	GOLIM4	0.558112565395024	1.47234173624686	0.00102201088338754	0.414910612317264
ENSG00000132470	ITGB4	0.956206880056118	1.94020202246141	0.0010442017658909	0.414910612317264
ENSG00000265354	TIMM23	-0.620912238528282	-1.53784727868865	0.00105204902281243	0.414910612317264
ENSG00000030582	GRN	-0.378653893153223	-1.3001282044949	0.00105913314058066	0.414910612317264
ENSG00000106683	LIMK1	0.829643857092867	1.7772465780601	0.00106710487983795	0.414910612317264
ENSG00000143603	KCNN3	1.24332441344908	2.36743433977885	0.00107112697770721	0.414910612317264
ENSG00000175470	PPP2R2D	-0.847379826530187	-1.79923025552927	0.00112178399310717	0.414910612317264
ENSG00000279675		0.568981287857212	1.48347569263753	0.00112400068235481	0.414910612317264
ENSG00000204648	SSX9	0.360302400411607	1.28369494208504	0.00112701833823176	0.414910612317264
ENSG00000196646	ZNF136	0.581764453141288	1.49667860616134	0.0011374763204438	0.414910612317264
ENSG00000099840	IZUMO4	0.374646550620607	1.29652187767901	0.00114634807191144	0.414910612317264
ENSG00000140968	IRF8	-0.514783016289477	-1.42877923283025	0.00114746256977685	0.414910612317264
ENSG00000276085	CCL3L3	-0.822797034880925	-1.76883200555761	0.00116254031029362	0.414910612317264
ENSG00000103490	PYCARD	-0.551615729268412	-1.46572629994153	0.00116909689520401	0.414910612317264
ENSG00000279382		-0.351038399498267	-1.27547834000104	0.00118847575536659	0.414910612317264
ENSG00000162511	LAPTM5	-0.757768257420251	-1.69087294511713	0.00119871341646519	0.414910612317264
ENSG00000116774	OLFML3	-0.527703697397215	-1.44163275662359	0.00121650728717605	0.414910612317264
ENSG00000213316	LTC4S	-0.535994481439622	-1.44994128658971	0.0012187304721014	0.414910612317264
ENSG00000125730	C3	-0.811103268611041	-1.75455268446006	0.00121927411467684	0.414910612317264
ENSG00000125149	C16orf70	-0.436048416562521	-1.35289363313332	0.00122139332132539	0.414910612317264
ENSG00000143369	ECM1	0.310611966606699	1.24023367432784	0.00132824621241566	0.438045384379269
ENSG00000170160	CCDC144A	-0.496320766119522	-1.41061155835868	0.00133284806101166	0.438045384379269
ENSG00000162599	NFIA	0.594224734517386	1.50966111630244	0.001359079689853	0.438045384379269
ENSG00000180182	MED14	0.367840637958052	1.29041994104999	0.00135919345807958	0.438045384379269
ENSG00000113719	ERGIC1	0.719861638840044	1.64702406969696	0.00136464826480329	0.438045384379269
ENSG00000166833	NAV2	0.689446698730305	1.61266491184688	0.00138138710745238	0.438045384379269
ENSG00000182197	EXT1	0.631475850700013	1.54914893432339	0.00139603207222965	0.438045384379269
ENSG00000196557	CACNA1H	-0.787802310208015	-1.72644252976214	0.00139802876296644	0.438045384379269
ENSG00000197561	ELANE	-0.405546546148194	-1.32459061918913	0.00140511782943518	0.438045384379269
ENSG00000000003	TSPAN6	0.538585375430407	1.45254753344296	0.00140976966170463	0.438045384379269
ENSG00000110446	SLC15A3	-0.645717439382241	-1.56451711325073	0.00143570588509477	0.438045384379269
ENSG00000228696	ARL17B	0.705126090936855	1.63028714498628	0.00144051840939426	0.438045384379269
ENSG00000119782	FKBP1B	-0.741162785353303	-1.67152251212351	0.00151271138414188	0.448949371175451
ENSG00000197798	FAM118B	0.417386091022582	1.33550566070151	0.00151554117651552	0.448949371175451
ENSG00000204131	NHSL2	0.33903717209215	1.26491213331967	0.00155174896894621	0.448949371175451
ENSG00000069667	RORA	0.876138002282354	1.8354553283441	0.00155343350616265	0.448949371175451
ENSG00000011600	TYROBP	-1.03098865539093	-2.04342409693317	0.00157540862381101	0.450029795288195
ENSG00000170579	DLGAP1	-0.483316120130291	-1.39795325470339	0.0016403253903556	0.458161107363989
ENSG00000162543	UBXN10	0.38212815857342	1.30326291665511	0.00167094186398749	0.460018387558826
ENSG00000265437		-0.402402921038827	-1.32170748531785	0.00167137452185427	0.460018387558826
ENSG00000060140	STYK1	-0.487426343412241	-1.40194168790302	0.00170112497637675	0.464813909306074
ENSG00000134516	DOCK2	-0.56041629306334	-1.47469468253921	0.00174958564602471	0.474616014062256
ENSG00000145685	LHFPL2	-0.483357875851067	-1.39799371605444	0.00178940192890587	0.475949034272287
ENSG00000083454	P2RX5	-0.517818481577391	-1.43178858368451	0.00180061406993136	0.475949034272287
ENSG00000127951	FGL2	-0.408916737243526	-1.32768853082515	0.00180126427238217	0.475949034272287
ENSG00000168765	GSTM4	0.516025556360844	1.43001031779693	0.00180730235963125	0.475949034272287
ENSG00000100393	EP300	0.370689870429814	1.29297095794392	0.00182679601904708	0.475949034272287
ENSG00000154222	CC2D1B	0.345741012671595	1.27080353883223	0.00183023337760844	0.475949034272287
ENSG00000162627	SNX7	-0.35149614347117	-1.27588309300696	0.00184320485434619	0.476039215361861
ENSG00000206536	OR5K3	-0.314244145172815	-1.243360063107	0.00189032525676582	0.480969594586106
ENSG00000264431		-0.318998475830007	-1.24746425399963	0.00190342855723163	0.480969594586106
ENSG00000189134	NKAPL	0.383853657348132	1.30482258369186	0.00191141384952302	0.480969594586106
ENSG00000103742	IGDCC4	0.687925065299702	1.61096490515673	0.00191361408288227	0.480969594586106
ENSG00000111799	COL12A1	-0.431181720573143	-1.3483375564304	0.00203914093443982	0.502879837743499
ENSG00000165566	AMER2	-0.508599497123238	-1.42266846306015	0.0020404862538721	0.502879837743499
ENSG00000182871	COL18A1	-0.545526075746363	-1.45955246998783	0.00212812072783622	0.507542580076976
ENSG00000188585	CLEC20A	0.300768512505002	1.23180040917107	0.00216442119047797	0.507542580076976
ENSG00000165731	RET	0.376308596904869	1.29801638694221	0.00219658876687634	0.507542580076976
ENSG00000161267	BDH1	0.406024746218332	1.32502974478268	0.00220013059970321	0.507542580076976
ENSG00000157540	DYRK1A	-0.656606933474735	-1.57637080271834	0.00224077995715784	0.507542580076976
ENSG00000107099	DOCK8	-0.370969200006213	-1.29322132270276	0.00224658366076741	0.507542580076976
ENSG00000068028	RASSF1	-0.388489202265175	-1.30902187134784	0.0022505876945773	0.507542580076976
ENSG00000198785	GRIN3A	-0.504189530541581	-1.41832635260533	0.00226235623269965	0.507542580076976
ENSG00000073737	DHRS9	-0.343024695556827	-1.26841311139882	0.00226919047620697	0.507542580076976
ENSG00000103274	NUBP1	0.307549353863421	1.23760364750557	0.0022821275881828	0.507542580076976
ENSG00000135414	GDF11	0.344158909343176	1.26941070081491	0.00229280213998461	0.507542580076976
ENSG00000112167	SAYSD1	0.669175300610696	1.59016370955892	0.0022992985847912	0.507542580076976
ENSG00000122644	ARL4A	0.789239750355418	1.7281635411014	0.00230655909545974	0.507542580076976
ENSG00000120693	SMAD9	0.45985519418477	1.37540375953921	0.00231793986147786	0.507542580076976
ENSG00000105278	ZFR2	0.453503105514479	1.36936126194424	0.00234536748565424	0.507542580076976
ENSG00000168634	WFDC13	-0.344439003289616	-1.26965717616818	0.00234581760666045	0.507542580076976
ENSG00000059377	TBXAS1	-0.527546519714308	-1.44147570322908	0.0023476062296819	0.507542580076976
ENSG00000168763	CNNM3	0.390437623533137	1.31079095563441	0.00234764253955191	0.507542580076976
ENSG00000201700	SNORD113-3	-0.447668095562771	-1.36383403700167	0.0023624132250941	0.507542580076976
ENSG00000154645	CHODL	0.322892999138995	1.25083630546492	0.0023710052998931	0.507542580076976
ENSG00000187713	TMEM203	-0.601173975379196	-1.51695046422614	0.00239210239238826	0.507542580076976
ENSG00000197903	HIST1H2BK	-0.485699830871414	-1.40026494951169	0.00243163079891705	0.507542580076976
ENSG00000145283	SLC10A6	-0.398339403844577	-1.31798998139351	0.0024329719448667	0.507542580076976
ENSG00000184584	TMEM173	-0.451410324687576	-1.36737629951967	0.0024390128886141	0.507542580076976
ENSG00000241973	PI4KA	-1.08560798407416	-2.12226966638431	0.00244283209803882	0.507542580076976
ENSG00000188807	TMEM201	0.417685529308212	1.33578288008452	0.00244927196012891	0.507542580076976
ENSG00000171791	BCL2	0.615940335776275	1.53255657835176	0.00245877198754064	0.507542580076976
ENSG00000273963	ENPP7P14	-0.299182902083691	-1.23044732859299	0.00246615756464881	0.507542580076976
ENSG00000153234	NR4A2	-1.12952808719209	-2.1878716216427	0.00247667103546195	0.507542580076976
ENSG00000143119	CD53	-0.417678295077134	-1.33577618196917	0.00253649470406965	0.516992463818131
ENSG00000196104	SPOCK3	-0.690027514401304	-1.61331428652217	0.00258121103973522	0.519908661352021
ENSG00000125850	OVOL2	-0.666767868841656	-1.58751240888647	0.00259216666226907	0.519908661352021
ENSG00000227747		-0.416981237604658	-1.3351309396697	0.0026452547493275	0.524068069613475
ENSG00000261556	SMG1P7	0.445040300623157	1.3613521443376	0.0026590438146675	0.524068069613475
ENSG00000171174	RBKS	0.346781417457488	1.27172031396317	0.00266392929403553	0.524068069613475
ENSG00000110786	PTPN5	0.402422949788881	1.32172583454057	0.00267810533594043	0.524068069613475
ENSG00000277632	CCL3	-0.390046939164806	-1.3104360391838	0.00269624049693029	0.524068069613475
ENSG00000127334	DYRK2	-0.361707949328952	-1.28494619421396	0.0026962952636119	0.524068069613475
ENSG00000123496	IL13RA2	-0.34252706429008	-1.26797567094383	0.00276884069626646	0.533275301189926
ENSG00000027075	PRKCH	-0.678198302566414	-1.60014018540282	0.00277195107097423	0.533275301189926
ENSG00000119689	DLST	1.10268777754998	2.14754412979686	0.00279130979349234	0.53389254505835
ENSG00000114026	OGG1	-0.551284920973437	-1.46539024913515	0.0028034774424259	0.53389254505835
ENSG00000164129	NPY5R	-0.481016097031928	-1.39572633700863	0.00282160671278853	0.53464484582471
ENSG00000051523	CYBA	-0.834944774024943	-1.78378875458329	0.00284156923294326	0.535735255332958
ENSG00000174498	IGDCC3	0.499935037294781	1.41414988358598	0.00294732709832852	0.548388583134552
ENSG00000198157	HMGN5	0.526789178340341	1.4407192005253	0.00294924411970878	0.548388583134552
ENSG00000197705	KLHL14	-0.478808131511839	-1.39359188825498	0.0029746524684628	0.548388583134552
ENSG00000196126	HLA-DRB1	-0.749442628639218	-1.68114321150912	0.00297832007875437	0.548388583134552
ENSG00000140090	SLC24A4	0.565475703990357	1.47987539238358	0.00303814367098713	0.548388583134552
ENSG00000166927	MS4A7	-0.382470551192568	-1.30357225476626	0.00304561142666236	0.548388583134552
ENSG00000148908	RGS10	-0.850568077543919	-1.803210820171	0.00305411733784857	0.548388583134552
ENSG00000197302	ZNF720	-0.302146422190146	-1.23297745661997	0.00314307940783394	0.556467136731638
ENSG00000183718	TRIM52	0.487153274416239	1.40167635769085	0.00314432577127339	0.556467136731638
ENSG00000232533		-0.339232013728063	-1.26508297621137	0.00315107632070226	0.556467136731638
ENSG00000211689	TRGC1	-0.339251202067145	-1.26509980236094	0.00316633704774734	0.556467136731638
ENSG00000151846	PABPC3	-0.475957491106236	-1.39084099008792	0.00318030749124034	0.556467136731638
ENSG00000169035	KLK7	-0.836197128317748	-1.78533787295072	0.00318765485278685	0.556467136731638
ENSG00000172426	RSPH9	-0.29650337786616	-1.22816413399018	0.00320284623897069	0.556542502916442
ENSG00000082684	SEMA5B	0.520487784746382	1.43444015975168	0.00325084269506094	0.560428201810801
ENSG00000075131	TIPIN	0.509458966734818	1.42351625456566	0.0032793437026579	0.560428201810801
ENSG00000230572		0.398864320809428	1.31846961233193	0.00333338304895737	0.560428201810801
ENSG00000023909	GCLM	-0.454656284500483	-1.37045626114204	0.00333367371532387	0.560428201810801
ENSG00000108953	YWHAE	0.433318664053229	1.35033621592006	0.00333846953579251	0.560428201810801
ENSG00000134461	ANKRD16	0.376138288433652	1.29786316666169	0.00336416978388139	0.560428201810801
ENSG00000225051	HMGB3P22	0.336728157552413	1.26288927720694	0.00337514662513671	0.560428201810801
ENSG00000139679	LPAR6	-0.551246272029258	-1.46535099272563	0.00342401814518706	0.560428201810801
ENSG00000188529	SRSF10	-0.479933241634669	-1.39467912835011	0.00343759882670026	0.560428201810801
ENSG00000105122	RASAL3	-0.533732723290865	-1.44766994916345	0.0034410738206547	0.560428201810801
ENSG00000106070	GRB10	-0.739105419333501	-1.66914052381198	0.00345427392617256	0.560428201810801
ENSG00000139318	DUSP6	-0.70188972386061	-1.62663405551684	0.00345464582815915	0.560428201810801
ENSG00000137522	RNF121	0.823613970757985	1.76983390234727	0.00346108564768442	0.560428201810801
ENSG00000214688	C10orf105	0.382552081962053	1.30364592539601	0.00346847320819164	0.560428201810801
ENSG00000155858	LSM11	0.553877408587119	1.46802588686051	0.00347628825698865	0.560428201810801
ENSG00000105255	FSD1	-0.775166641396187	-1.71138771723398	0.00349273682407877	0.560428201810801
ENSG00000204501	PRAMEF15	-0.272377897823451	-1.20779691894418	0.00354493743067046	0.565845680712551
ENSG00000129355	CDKN2D	-0.613398154394652	-1.52985842933888	0.00355651275171387	0.565845680712551
ENSG00000175906	ARL4D	-0.36597338246818	-1.28875085298366	0.00357225774200512	0.565962700326836
ENSG00000135002	RFK	-0.331979593009152	-1.25873936844993	0.00361173710415904	0.566641244888722
ENSG00000135903	PAX3	-0.387003377580864	-1.30767441000905	0.00361523379772877	0.566641244888722
ENSG00000117598	PLPPR5	-0.515367928743616	-1.42935862083533	0.0036216230412969	0.566641244888722
ENSG00000186288	PABPC1L2A	-0.341239037045728	-1.26684413702197	0.00366171857015202	0.570547198862488
ENSG00000115216	NRBP1	0.428009132198407	1.34537572466614	0.00369028903387958	0.572632627985585
ENSG00000165832	TRUB1	-0.393125322831871	-1.31323519749148	0.00373651887999506	0.574722193326981
ENSG00000079616	KIF22	0.284288016587498	1.21780911523334	0.00375664675461562	0.574722193326981
ENSG00000129292	PHF20L1	-0.387693852546452	-1.30830041378697	0.0037682718756603	0.574722193326981
ENSG00000266094	RASSF5	-0.334037532829812	-1.26053618498238	0.00377825111543965	0.574722193326981
ENSG00000112146	FBXO9	-0.835770468305746	-1.78480995843576	0.00377996403705125	0.574722193326981
ENSG00000248485	PCP4L1	-0.590339163517605	-1.50560065782293	0.00381877221372529	0.576877438184559
ENSG00000198821	CD247	0.321865320230663	1.24994561108792	0.00382473703943936	0.576877438184559
ENSG00000186854	TRABD2A	-0.483890016987047	-1.39850946412317	0.0038922274823137	0.584718014643835
ENSG00000124098	FAM210B	0.651914746379494	1.57125218010473	0.00390986062631507	0.58503616919231
ENSG00000116698	SMG7	0.752627779516802	1.68485890329817	0.0039318739876794	0.586004634203269
ENSG00000054277	OPN3	-0.727428314667584	-1.65568510744265	0.0039538902795426	0.586965908546114
ENSG00000116406	EDEM3	0.337311816244879	1.26340029679446	0.0039890172431058	0.589460191257697
ENSG00000151327	FAM177A1	-0.733543160714319	-1.66271760243959	0.00400195743395047	0.589460191257697
ENSG00000075539	FRYL	-0.363868965408447	-1.28687236019254	0.00404786351242208	0.591874290692549
ENSG00000130768	SMPDL3B	-0.515321975967611	-1.42931309357654	0.00406380430001536	0.591874290692549
ENSG00000215256	DHRS4-AS1	0.682641170560256	1.60507551080847	0.0040698036169467	0.591874290692549
ENSG00000151360	ALLC	-0.297943056581815	-1.22939034205143	0.00413595231596992	0.597526260453172
ENSG00000204031	LCN1P2	0.283319871334192	1.21699215768519	0.00420688264484765	0.604274825825525
ENSG00000205502	C2CD4B	-0.554127825522792	-1.46828072273389	0.00424558783544006	0.604274825825525
ENSG00000148600	CDHR1	0.528544038777087	1.44247272385227	0.00425201126414503	0.604274825825525
ENSG00000110060	PUS3	0.333374206123197	1.25995674504619	0.00431230235807196	0.604274825825525
ENSG00000160194	NDUFV3	-0.275006589635098	-1.20999961598517	0.00435359494153133	0.604274825825525
ENSG00000183684	ALYREF	-0.553703913455817	-1.46784935611572	0.00435554800067107	0.604274825825525
ENSG00000170745	KCNS3	-0.585324552792119	-1.50037648029621	0.00435898145138807	0.604274825825525
ENSG00000170684	ZNF296	0.33667251864841	1.26284057362208	0.00435959871460006	0.604274825825525
ENSG00000067334	DNTTIP2	0.279007578023317	1.21335993363008	0.00438205032299374	0.604274825825525
ENSG00000074855	ANO8	0.55152226503797	1.46563134671901	0.00440617806842624	0.604274825825525
ENSG00000166821	PEX11A	0.369697811685806	1.29208216149799	0.00443170844635497	0.604274825825525
ENSG00000205809	KLRC2	-0.708384686396262	-1.63397361387385	0.00445151533950836	0.604274825825525
ENSG00000229205	LINC00200	0.370339951965689	1.29265739233544	0.00447075439643185	0.604274825825525
ENSG00000119684	MLH3	0.310712868873718	1.24032041945565	0.00447112409911479	0.604274825825525
ENSG00000139970	RTN1	-0.383590842320709	-1.30458490646981	0.00464898358945813	0.624376373942134
ENSG00000197766	CFD	-0.447568448023244	-1.36373983967726	0.00465504363284558	0.624376373942134
ENSG00000155090	KLF10	-0.31588678463902	-1.24477654782382	0.00468054237833939	0.624376373942134
ENSG00000107593	PKD2L1	-0.708377128738177	-1.63396505421211	0.00468609313458042	0.624376373942134
ENSG00000163913	IFT122	-0.311338322664028	-1.24085825404213	0.00475081461851211	0.62691426919065
ENSG00000250668	LINC02123	-0.347783197103377	-1.2726036787124	0.00476968088630229	0.62691426919065
ENSG00000170633	RNF34	-0.413936483520499	-1.33231616689124	0.0047888169442534	0.62691426919065
ENSG00000232810	TNF	-0.357773580871914	-1.28144679583644	0.00485072436951035	0.62691426919065
ENSG00000166452	AKIP1	0.308859428723999	1.23872799447972	0.00486246037760613	0.62691426919065
ENSG00000072518	MARK2	-0.369278564192188	-1.29170673669189	0.00487010798282532	0.62691426919065
ENSG00000175283	DOLK	0.334493633235119	1.26093475982936	0.00488240674256343	0.62691426919065
ENSG00000169800	RBMY1F	0.320426247897384	1.24869942580855	0.0048831180624246	0.62691426919065
ENSG00000161179	YDJC	-0.308104280379613	-1.23807977805384	0.00489279120105165	0.62691426919065
ENSG00000163516	ANKZF1	0.412006648257002	1.33053517246614	0.00490465190577987	0.62691426919065
ENSG00000247315	ZCCHC3	0.468179223737764	1.38336247128278	0.00495685051107557	0.629199321518566
ENSG00000147246	HTR2C	-0.411873870148215	-1.33041272260016	0.00498590714716358	0.629199321518566
ENSG00000133250	ZNF414	0.381097131765026	1.30233186820601	0.00499664588422898	0.629199321518566
ENSG00000105409	ATP1A3	0.46849019688081	1.38366068742022	0.00501129483578853	0.629199321518566
ENSG00000010539	ZNF200	-0.336109167683576	-1.26234754941838	0.00506815178750503	0.629199321518566
ENSG00000110429	FBXO3	-0.7652068447442	-1.69961366096567	0.00507523269617167	0.629199321518566
ENSG00000280767		0.333379238846275	1.25996114030941	0.00509567488831631	0.629199321518566
ENSG00000176046	NUPR1	0.466996461787473	1.38222881660544	0.00511391382046591	0.629199321518566
ENSG00000247746	USP51	0.351687772787688	1.27605257639518	0.00511499824909082	0.629199321518566
ENSG00000103363	ELOB	0.39420938579058	1.31422235319367	0.00512276743591905	0.629199321518566
ENSG00000165996	HACD1	-0.442004308433013	-1.35849034150882	0.00521367454471066	0.629647686571297
ENSG00000204963	PCDHA7	-0.300079832164349	-1.23121254114721	0.00522926866003256	0.629647686571297
ENSG00000186081	KRT5	0.332088669265827	1.2588345401702	0.00525157678297213	0.629647686571297
ENSG00000173369	C1QB	-1.19570923870525	-2.29057410627981	0.00525212029873182	0.629647686571297
ENSG00000013275	PSMC4	-0.739871160089718	-1.67002669042907	0.00525488542245127	0.629647686571297
ENSG00000123505	AMD1	-0.731842682790731	-1.66075894254272	0.0052600053377346	0.629647686571297
ENSG00000061938	TNK2	-0.331777532176318	-1.25856308440692	0.0052845314853667	0.630581736451653
ENSG00000187134	AKR1C1	-0.539539134321118	-1.45350812325577	0.00530408188669003	0.630918030603852
ENSG00000259495		0.32374371821525	1.25157410803351	0.00534728629671157	0.631791215429497
ENSG00000196734	LCE1B	-0.284153101569525	-1.21769523596442	0.0053888976488945	0.631791215429497
ENSG00000253868	FER1L6-AS2	-0.301232404674452	-1.23219655279601	0.00540259058460354	0.631791215429497
ENSG00000126264	HCST	-0.68090634874404	-1.60314658859659	0.00540422941924275	0.631791215429497
ENSG00000134115	CNTN6	-0.402365541544879	-1.32167324099349	0.00543346480232817	0.631791215429497
ENSG00000112245	PTP4A1	-0.657474556145694	-1.57731910180384	0.00544204159768411	0.631791215429497
